date,close,volume,open,high,low,symbol
2022-08-31,126.77,53648700,129.45,130.59,126.74,AMZN
2022-08-30,128.73,49202990,131.25,132.0745,126.85,AMZN
2022-08-29,129.79,48101640,129.9,131.9499,128.77,AMZN
2022-08-26,130.75,53322660,136.55,137.83,130.5,AMZN
2022-08-25,137.28,37496280,135.26,137.42,134.28,AMZN
2022-08-24,133.8,38626980,132.75,135.47,132.1,AMZN
2022-08-23,133.62,36252100,133.41,134.99,132.95,AMZN
2022-08-22,133.22,50461500,135.72,136.32,132.85,AMZN
2022-08-19,138.23,47792840,140.47,141.11,137.9142,AMZN
2022-08-18,142.3,37458740,141.32,142.77,140.38,AMZN
2022-08-17,142.1,48149780,142.69,143.38,140.78,AMZN
2022-08-16,144.78,59102860,143.905,146.57,142.0,AMZN
2022-08-15,143.18,39014580,142.8,143.76,141.49,AMZN
2022-08-12,143.55,47643480,142.05,143.57,140.1201,AMZN
2022-08-11,140.64,44867340,143.86,144.49,139.76,AMZN
2022-08-10,142.69,54773820,142.9,144.6,141.01,AMZN
2022-08-09,137.83,40434720,138.052,138.9523,136.21,AMZN
2022-08-08,139.41,52303480,142.05,144.23,138.29,AMZN
2022-08-05,140.8,50686870,140.1,142.86,139.6,AMZN
2022-08-04,142.57,70585020,140.58,143.56,139.55,AMZN
2022-08-03,139.52,71827780,136.21,140.49,136.05,AMZN
2022-08-02,134.16,61922430,134.72,137.44,134.09,AMZN
2022-08-01,135.39,76846910,134.96,138.8339,133.51,AMZN
2022-07-29,134.95,148892900,134.9,137.65,132.41,AMZN
2022-07-28,122.28,82245540,121.57,122.84,118.08,AMZN
2022-07-27,120.97,61582020,117.31,121.9,117.16,AMZN
2022-07-26,114.81,67075060,115.79,118.15,114.53,AMZN
2022-07-25,121.14,50221260,122.695,123.64,120.03,AMZN
2022-07-22,122.42,51463800,125.01,125.5,121.3504,AMZN
2022-07-21,124.63,60239890,123.2,124.85,121.26,AMZN
2022-07-20,122.77,71268320,118.615,123.475,118.32,AMZN
2022-07-19,118.21,60990040,115.7,118.95,114.03,AMZN
2022-07-18,113.76,59115420,115.0,117.24,113.15,AMZN
2022-07-15,113.55,84317820,112.5,115.59,111.59,AMZN
2022-07-14,110.63,51163140,110.24,111.18,107.58,AMZN
2022-07-13,110.4,61353810,107.03,111.78,106.01,AMZN
2022-07-12,109.22,54280260,112.16,113.23,108.34,AMZN
2022-07-11,111.75,53540020,114.08,114.3,110.87,AMZN
2022-07-08,115.54,45719690,114.6,116.58,113.69,AMZN
2022-07-07,116.33,57872320,113.85,116.99,113.49,AMZN
2022-07-06,114.33,66958880,113.21,115.48,112.01,AMZN
2022-07-05,113.5,76684410,107.6,114.08,106.3242,AMZN
2022-07-01,109.56,73021170,106.29,109.75,105.8469,AMZN
2022-06-30,106.21,97679400,108.11,108.18,102.52,AMZN
2022-06-29,108.92,66375340,107.38,110.99,106.91,AMZN
2022-06-28,107.4,75172030,113.5,114.85,107.04,AMZN
2022-06-27,113.22,62133240,117.09,117.98,112.7,AMZN
2022-06-24,116.46,69867620,112.38,116.71,111.43,AMZN
2022-06-23,112.44,64345300,110.39,113.0,107.93,AMZN
2022-06-22,108.95,60040130,107.43,112.13,107.02,AMZN
2022-06-21,108.68,70901250,108.2,111.6299,103.56,AMZN
2022-06-17,106.22,99772150,102.8,106.98,102.51,AMZN
2022-06-16,103.66,82186300,104.47,104.58,102.01,AMZN
2022-06-15,107.67,85011060,103.86,109.06,103.53,AMZN
2022-06-14,102.31,69728760,104.19,104.88,101.43,AMZN
2022-06-13,103.67,99277740,104.19,106.54,101.86,AMZN
2022-06-10,109.65,87412250,113.415,114.5,109.05,AMZN
2022-06-09,116.15,67029840,119.99,121.3,116.1,AMZN
2022-06-08,121.18,64926590,122.61,123.75,120.75,AMZN
2022-06-07,123.0,85156710,122.005,124.1,120.63,AMZN
2022-06-06,124.79,135269000,125.245,128.99,123.81,AMZN
2022-06-03,122.35,97603320,124.2,124.4,121.0465,AMZN
2022-06-02,125.511,100560680,121.684,125.61,120.045,AMZN
2022-06-01,121.684,127528980,122.256,125.179,120.6223,AMZN
2022-05-31,120.2095,144634160,116.28,121.9945,115.675,AMZN
2022-05-27,115.1465,93660160,113.55,115.187,112.628,AMZN
2022-05-26,111.0775,93002600,107.97,112.6655,107.4535,AMZN
2022-05-25,106.775,93120100,103.6555,108.175,103.65,AMZN
2022-05-24,104.1,102934680,104.025,105.4,101.26,AMZN
2022-05-23,107.557,107797360,108.461,108.8188,103.95,AMZN
2022-05-20,107.591,99500640,109.5685,109.898,105.0093,AMZN
2022-05-19,107.319,88142540,106.2805,110.034,106.1929,AMZN
2022-05-18,107.1125,108379180,111.4395,112.853,106.2488,AMZN
2022-05-17,115.3685,76447740,113.275,115.8,111.2765,AMZN
2022-05-16,110.8105,74565740,113.1,113.9925,110.3541,AMZN
2022-05-13,113.055,93684560,109.069,113.184,107.8,AMZN
2022-05-12,106.9305,132025140,102.75,110.7808,102.4055,AMZN
2022-05-11,105.372,109703640,108.1035,110.156,104.4285,AMZN
2022-05-10,108.859,105433820,111.25,112.6425,107.171,AMZN
2022-05-09,108.789,128124380,111.3125,114.0,107.957,AMZN
2022-05-06,114.7725,124259900,114.85,119.0505,113.0813,AMZN
2022-05-05,116.407,144391220,123.0,123.499,115.0725,AMZN
2022-05-04,125.9285,110745360,123.6,126.0,119.183,AMZN
2022-05-03,124.2535,79133360,124.0535,126.2205,122.825,AMZN
2022-05-02,124.5,148788980,122.401,124.6683,118.375,AMZN
2022-04-29,124.2815,272661800,129.849,130.761,121.625,AMZN
2022-04-28,144.5965,117316940,142.178,145.9375,140.3,AMZN
2022-04-27,138.167,71336300,140.1915,141.9485,135.7835,AMZN
2022-04-26,139.391,77529160,144.8,144.8558,138.9295,AMZN
2022-04-25,146.074,61874980,144.023,146.2215,142.3065,AMZN
2023-04-21,63.48,10102650,62.18,63.57,62.02,SQ
2023-04-20,62.36,9367809,61.72,62.915,61.54,SQ
2023-04-19,62.87,13775720,63.0,63.51,61.43,SQ
2023-04-18,63.9,9487486,64.8,65.15,63.845,SQ
2023-04-17,64.19,10833110,63.82,64.359,63.11,SQ
2023-04-14,64.04,12061510,64.3,65.47,63.69,SQ
2023-04-13,64.56,12875850,63.29,65.62,63.2,SQ
2023-04-12,62.74,15733670,67.28,67.62,62.6,SQ
2023-04-11,66.42,11471390,67.05,67.89,65.76,SQ
2023-04-10,66.36,11598890,66.33,66.8,65.47,SQ
2023-04-06,68.1,11359780,66.8,69.03,66.16,SQ
2023-04-05,67.66,11586730,67.215,68.24,66.62,SQ
2023-04-04,68.84,15229030,68.26,69.74,67.67,SQ
2023-04-03,67.83,16969840,67.6,68.3899,65.805,SQ
2023-03-31,68.65,17878470,68.59,70.32,68.05,SQ
2023-03-30,68.49,21097690,68.99,70.53,67.79,SQ
2023-03-29,66.49,17574590,64.805,67.21,64.56,SQ
2023-03-28,63.76,17257750,64.0,65.85,63.5,SQ
2023-03-27,64.4,33436720,62.46,65.11,61.55,SQ
2023-03-24,60.68,48994430,59.75,61.57,59.1,SQ
2023-03-23,61.88,140313900,60.0,65.75,56.5,SQ
2023-03-22,72.65,17616520,77.15,77.15,72.61,SQ
2023-03-21,77.46,10458730,75.84,77.97,75.72,SQ
2023-03-20,74.5,10704490,73.39,75.64,72.69,SQ
2023-03-17,73.98,9756165,74.945,75.23,73.09,SQ
2023-03-16,75.09,11457630,76.12,76.5,73.81,SQ
2023-03-15,74.07,9832228,72.44,74.14,71.67,SQ
2023-03-14,73.63,13136710,71.675,73.86,71.4,SQ
2023-03-13,69.46,14357360,70.0,71.1,67.25,SQ
2023-03-10,71.01,18383060,70.61,73.58,68.47,SQ
2023-03-09,73.8,12475190,77.82,79.6199,73.5,SQ
2023-03-08,77.95,8610498,77.97,78.69,75.83,SQ
2023-03-07,78.04,8082827,80.48,81.4,77.93,SQ
2023-03-06,80.81,10328560,81.4,83.08,80.29,SQ
2023-03-03,80.88,11059710,78.67,81.13,77.65,SQ
2023-03-02,78.04,10129930,75.44,78.59,74.545,SQ
2023-03-01,76.63,10075860,76.31,76.73,74.65,SQ
2023-02-28,76.73,13187270,75.33,78.02,74.52,SQ
2023-02-27,75.14,18197370,77.29,77.73,74.86,SQ
2023-02-24,77.36,43473240,77.47,78.02,73.52,SQ
2023-02-23,74.15,22855160,74.27,74.89,71.84,SQ
2023-02-22,72.94,10562070,72.72,73.68,71.8,SQ
2023-02-21,71.95,7855159,73.09,74.49,71.92,SQ
2023-02-17,75.02,11261640,76.97,77.03,74.17,SQ
2023-02-16,78.63,9541478,80.27,81.33,78.5,SQ
2023-02-15,82.69,10122900,78.7,82.7,78.53,SQ
2023-02-14,78.8,9780864,76.04,79.45,75.55,SQ
2023-02-13,76.82,9590469,75.51,77.5684,74.74,SQ
2023-02-10,75.23,11274090,75.1,76.0105,74.14,SQ
2023-02-09,76.18,17350900,81.35,82.08,75.6,SQ
2023-02-08,81.13,7213392,82.9,84.29,81.12,SQ
2023-02-07,83.18,9804479,82.08,83.855,80.66,SQ
2023-02-06,82.55,8593510,82.69,83.699,81.3101,SQ
2023-02-03,84.71,12679110,84.9,87.98,84.25,SQ
2023-02-02,88.41,13349940,86.8,89.97,86.22,SQ
2023-02-01,83.9,11087230,82.07,84.755,80.06,SQ
2023-01-31,81.72,8801934,80.88,82.32,80.2,SQ
2023-01-30,79.79,10482650,81.93,83.24,79.64,SQ
2023-01-27,83.83,15424750,80.69,85.5,80.67,SQ
2023-01-26,81.19,13296810,83.03,83.91,78.3207,SQ
2023-01-25,80.77,17119360,77.0,81.04,74.7701,SQ
2023-01-24,80.79,12152070,80.16,82.73,79.51,SQ
2023-01-23,81.66,16814100,76.84,81.67,76.72,SQ
2023-01-20,76.16,12798400,71.7,76.19,71.04,SQ
2023-01-19,70.94,12051330,70.8,71.79,69.235,SQ
2023-01-18,72.11,12147230,75.29,76.22,72.07,SQ
2023-01-17,75.1,14314410,72.36,75.21,71.73,SQ
2023-01-13,71.65,9344663,69.81,71.99,69.51,SQ
2023-01-12,71.8,11852610,71.88,72.11,68.11,SQ
2023-01-11,71.67,9034285,70.96,71.89,70.02,SQ
2023-01-10,70.03,9056284,68.675,70.19,67.66,SQ
2023-01-09,69.06,12987640,69.7,70.61,68.44,SQ
2023-01-06,68.99,15529610,65.28,69.5,63.36,SQ
2023-01-05,64.71,11336180,64.85,65.56,63.0194,SQ
2023-01-04,66.3,11749530,65.79,68.12,64.78,SQ
2023-01-03,64.64,16416490,66.3,67.5,62.5022,SQ
2022-12-30,62.84,8014416,61.05,63.1,60.8,SQ
2022-12-29,62.92,9995107,60.0,63.47,59.9,SQ
2022-12-28,59.08,7563243,59.0,60.24,58.4,SQ
2022-12-27,59.86,8572400,60.205,61.06,58.34,SQ
2022-12-23,60.89,7281818,59.875,60.94,58.82,SQ
2022-12-22,60.59,9740178,61.2,61.2,58.62,SQ
2022-12-21,62.58,7847515,61.74,63.33,60.63,SQ
2022-12-20,61.41,8766456,59.34,61.87,58.9,SQ
2022-12-19,60.44,9310081,62.24,62.4,59.985,SQ
2022-12-16,62.51,18776800,64.98,65.17,60.71,SQ
2022-12-15,65.89,9277797,68.49,69.35,65.43,SQ
2022-12-14,71.25,10557750,71.07,72.47,69.64,SQ
2022-12-13,71.03,15385200,70.37,72.37,68.8,SQ
2022-12-12,66.2,9126607,63.79,66.7132,63.36,SQ
2022-12-09,64.6,8418142,63.1,65.83,63.1,SQ
2022-12-08,63.37,7849752,61.6,63.6997,60.5,SQ
2022-12-07,61.07,8734791,60.83,61.85,59.6248,SQ
2022-12-06,61.3,9408919,63.12,63.8787,60.2,SQ
2022-12-05,63.14,12610910,67.4,67.86,62.4,SQ
2022-12-02,68.18,7721112,67.27,68.94,66.6201,SQ
2022-12-01,69.17,9429975,68.02,69.24,66.66,SQ
2022-11-30,67.77,14298550,62.1,68.0,61.852,SQ
2022-11-29,62.11,8219903,62.07,63.89,61.73,SQ
2022-11-28,61.37,7250649,61.91,63.83,61.12,SQ
2022-11-25,63.38,4168804,63.99,63.99,62.5093,SQ
2022-11-23,63.92,8189976,62.64,64.26,61.92,SQ
2022-11-22,62.72,9000536,61.53,63.07,60.1,SQ
2022-11-21,61.85,12252700,64.6,64.94,60.8,SQ
2022-11-18,65.82,9734572,69.04,69.32,65.135,SQ
2022-11-17,67.99,9264381,67.02,68.92,66.29,SQ
2022-11-16,69.55,11779560,71.63,72.92,68.615,SQ
2022-11-15,73.38,13335420,74.77,75.77,72.02,SQ
2022-11-14,70.27,11823310,70.25,72.35,69.44,SQ
2022-11-11,71.66,21128130,65.09,72.43,64.37,SQ
2022-11-10,67.4,28630310,63.09,68.5852,63.09,SQ
2022-11-09,57.21,18952050,60.395,60.48,57.09,SQ
2022-11-08,62.51,26565390,63.19,65.8,60.16,SQ
2022-11-07,62.67,22867910,62.17,64.75,61.37,SQ
2022-11-04,60.11,44563440,60.35,63.7,57.66,SQ
2022-11-03,53.91,20802140,53.4,55.0999,51.34,SQ
2022-11-02,54.64,15357910,58.64,59.56,54.51,SQ
2022-11-01,59.0,12013890,62.28,62.83,58.625,SQ
2022-10-31,60.07,10545330,61.25,61.94,59.87,SQ
2022-10-28,61.29,10612190,59.61,61.325,58.77,SQ
2022-10-27,60.26,9601777,60.23,61.93,59.52,SQ
2022-10-26,59.47,12565070,58.24,62.48,57.97,SQ
2022-10-25,59.66,12990550,56.96,60.32,56.96,SQ
2022-10-24,56.99,12593780,55.62,57.71,53.97,SQ
2022-10-21,55.99,13987720,54.0,56.33,52.34,SQ
2022-10-20,55.18,12554760,53.95,57.64,53.66,SQ
2022-10-19,53.94,13618100,56.55,56.55,53.49,SQ
2022-10-18,57.27,15248880,58.93,59.74,55.51,SQ
2022-10-17,55.92,15378350,53.6,56.77,53.35,SQ
2022-10-14,51.51,16298550,57.0,58.28,51.45,SQ
2022-10-13,56.23,18321770,53.03,56.5912,51.89,SQ
2022-10-12,56.14,16651660,53.59,56.5499,52.43,SQ
2022-10-11,53.45,18196180,56.22,56.3389,52.67,SQ
2022-10-10,56.62,9657384,57.42,57.88,55.52,SQ
2022-10-07,57.41,11231980,59.86,60.45,56.89,SQ
2022-10-06,61.93,8298383,61.79,63.44,61.29,SQ
2022-10-05,62.15,10667420,60.7,62.71,59.89,SQ
2022-10-04,62.41,22480770,58.275,63.14,58.15,SQ
2022-10-03,55.78,15202980,55.15,56.53,53.71,SQ
2022-09-30,54.99,13401330,55.62,58.02,54.89,SQ
2022-09-29,55.9,13288800,57.48,57.48,55.34,SQ
2022-09-28,59.07,14669530,55.06,59.24,54.87,SQ
2022-09-27,55.08,11592910,55.55,56.85,53.9,SQ
2022-09-26,54.14,12472970,56.22,57.74,54.13,SQ
2022-09-23,56.27,14897650,55.0,56.98,54.43,SQ
2022-09-22,55.93,20936990,58.47,58.98,55.02,SQ
2022-09-21,59.45,14568710,61.36,63.51,59.45,SQ
2022-09-20,61.47,13407660,62.97,63.699,61.4,SQ
2022-09-19,63.71,13219550,64.3,65.2,63.01,SQ
2022-09-16,64.89,15775340,67.09,67.165,64.75,SQ
2022-09-15,69.18,18009060,66.44,71.55,66.44,SQ
2022-09-14,68.56,19270230,66.7,68.71,65.6001,SQ
2022-09-13,69.58,12943150,70.07,71.375,69.25,SQ
2022-09-12,75.25,10257400,75.21,76.7135,73.91,SQ
2022-09-09,74.29,12335790,71.62,74.73,71.62,SQ
2022-09-08,70.59,9406282,66.18,70.63,65.93,SQ
2022-09-07,67.82,10955510,65.38,67.94,64.6,SQ
2022-09-06,65.3,12852730,66.06,66.38,63.65,SQ
2022-09-02,66.33,12389860,69.83,70.07,65.9,SQ
2022-09-01,68.75,11949630,67.43,68.785,65.03,SQ
2022-08-31,68.91,10039230,70.59,71.7524,68.41,SQ
2022-08-30,69.05,11902020,68.6,70.13,66.69,SQ
2022-08-29,67.75,9590860,67.59,69.99,67.34,SQ
