date,close,volume,open,high,low,symbol
2022-11-22,93.2,62191960,92.62,93.35,90.87,AMZN
2022-11-21,92.46,84330270,93.97,95.02,90.59,AMZN
2022-11-18,94.14,72428190,95.95,95.99,92.48,AMZN
2022-11-17,94.85,82617870,95.37,96.97,94.03,AMZN
2022-11-16,97.12,87958830,96.85,98.4879,95.54,AMZN
2022-11-15,98.94,111336300,103.21,103.79,97.34,AMZN
2022-11-14,98.49,99533070,98.77,100.1199,97.29,AMZN
2022-11-11,100.79,111590500,97.88,101.19,96.66,AMZN
2022-11-10,96.63,173414900,92.935,98.69,91.65,AMZN
2022-11-09,86.14,90796250,89.47,89.48,85.87,AMZN
2022-11-08,89.98,88703370,90.79,91.72,88.23,AMZN
2022-11-07,90.53,77495730,91.95,92.1,89.04,AMZN
2022-11-04,90.98,129101300,91.49,92.44,88.04,AMZN
2022-11-03,89.3,136683300,92.47,93.5,89.02,AMZN
2022-11-02,92.12,135761800,97.315,97.74,92.01,AMZN
2022-11-01,96.79,153370000,103.99,104.58,96.06,AMZN
2022-10-31,102.44,99251400,103.56,104.87,100.74,AMZN
2022-10-28,103.41,223133400,97.905,103.96,97.66,AMZN
2022-10-27,110.96,129605400,113.92,114.12,109.77,AMZN
2022-10-26,115.66,69002460,116.0,119.3457,114.76,AMZN
2022-10-25,120.6,50934610,119.65,121.3152,118.95,AMZN
2022-10-24,119.82,49531520,119.98,120.39,116.57,AMZN
2022-10-21,119.32,55660490,114.792,119.59,114.5,AMZN
2022-10-20,115.25,48795100,113.83,118.24,113.51,AMZN
2022-10-19,115.07,47198120,114.71,116.5932,113.22,AMZN
2022-10-18,116.36,65607450,119.06,119.52,114.79,AMZN
2022-10-17,113.79,62781990,110.11,114.19,110.09,AMZN
2022-10-14,106.9,67737340,114.1,114.96,106.6,AMZN
2022-10-13,112.53,86868100,107.88,113.44,105.345,AMZN
2022-10-12,112.9,45728660,112.49,113.83,111.4,AMZN
2022-10-11,112.21,56432230,112.71,115.48,110.39,AMZN
2022-10-10,113.67,42339680,115.1,116.25,112.43,AMZN
2022-10-07,114.56,54677980,118.0,118.17,113.88,AMZN
2022-10-06,120.3,42253760,120.77,121.53,119.5,AMZN
2022-10-05,120.95,48217540,118.58,121.75,117.69,AMZN
2022-10-04,121.09,62812560,119.89,123.0,119.79,AMZN
2022-10-03,115.88,50941850,113.58,116.91,112.45,AMZN
2022-09-30,113.0,59479590,114.075,116.92,112.84,AMZN
2022-09-29,114.8,58969710,115.6,116.07,113.06,AMZN
2022-09-28,118.01,55763750,114.38,118.7,113.8,AMZN
2022-09-27,114.41,60094690,117.195,118.32,113.05,AMZN
2022-09-26,115.15,62723270,113.295,117.34,113.13,AMZN
2022-09-23,113.78,65126670,116.0,116.05,112.06,AMZN
2022-09-22,117.31,55229190,117.08,118.79,116.26,AMZN
2022-09-21,118.54,58498890,122.49,123.76,118.45,AMZN
2022-09-20,122.19,47698430,123.35,124.3963,121.14,AMZN
2022-09-19,124.66,47279730,122.16,124.71,121.8,AMZN
2022-09-16,123.53,115667800,122.78,123.87,120.7,AMZN
2022-09-15,126.28,52887200,127.38,130.37,125.495,AMZN
2022-09-14,128.55,45316770,127.364,128.84,126.33,AMZN
2022-09-13,126.82,72694010,131.01,131.4,126.27,AMZN
2022-09-12,136.45,53826860,134.095,136.49,134.0,AMZN
2022-09-09,133.27,49422260,130.91,133.69,130.76,AMZN
2022-09-08,129.82,43988510,127.72,130.28,127.1,AMZN
2022-09-07,129.48,47834490,126.12,129.82,125.4,AMZN
2022-09-06,126.11,43888590,127.92,128.62,124.74,AMZN
2022-09-02,127.51,57429830,129.5,131.38,126.39,AMZN
2022-09-01,127.82,56636150,126.0,128.02,123.66,AMZN
